mo,community
Урмарский муниципальный округ,5
Урупский муниципальный район,10
Усманский муниципальный район,3
Усольский муниципальный район,10
Усть-Абаканский муниципальный район,6
Усть-Алданский муниципальный район,11
Усть-Большерецкий муниципальный район,11
Усть-Вымский муниципальный район,10
Усть-Джегутинский муниципальный район,1
Усть-Илимский муниципальный район,3
Усть-Ишимский муниципальный район,0
Усть-Калманский муниципальный район,0
Усть-Камчатский муниципальный район,11
Усть-Канский муниципальный район,6
Усть-Коксинский муниципальный район,6
Усть-Кубинский муниципальный округ,0
Усть-Куломский муниципальный район,3
Усть-Кутский муниципальный район,6
Усть-Майский муниципальный район,11
Усть-Пристанский муниципальный район,0
Усть-Таркский муниципальный район,3
Усть-Удинский муниципальный район,0
Усть-Цилемский муниципальный район,6
Усть-Янский муниципальный район,11
Устьянский муниципальный округ,10
Устюженский муниципальный округ,10
Уфимский муниципальный район,9
Ухоловский муниципальный район,0
Учалинский муниципальный район,9
Уярский муниципальный район,3
Ферзиковский муниципальный район,6
Фурмановский муниципальный район,10
Хабаровский муниципальный район,11
Хабарский муниципальный район,5
Хабезский муниципальный район,1
Хайбуллинский муниципальный район,5
Хангаласский муниципальный район,11
Ханкайский муниципальный округ,6
Ханты-Мансийский муниципальный район,11
Харабалинский муниципальный район,3
Харовский муниципальный округ,10
Хасанский муниципальный округ,6
Хвалынский муниципальный район,3
Хвастовичский муниципальный район,0
Хворостянский муниципальный район,3
Хилокский муниципальный район,6
Хиславичский муниципальный район,0
Хлевенский муниципальный район,3
Холм-Жирковский муниципальный район,3
Холмогорский муниципальный округ,10
Холмский муниципальный район,3
Хорольский муниципальный округ,2
Хотынецкий муниципальный район,0
Целинный муниципальный округ,0
Цивильский муниципальный округ,5
Чагодощенский муниципальный округ,10
Чаинский муниципальный район,0
Чамзинский муниципальный район,5
Чановский муниципальный район,3
Чаплыгинский муниципальный район,3
Частоозерский муниципальный округ,0
Чебаркульский муниципальный район,10
Чебоксарский муниципальный округ,9
Чебулинский муниципальный округ,6
Чеди-Хольский муниципальный район,6
Чекмагушевский муниципальный район,5
Челно-Вершинский муниципальный район,0
Чемальский муниципальный район,6
Чердаклинский муниципальный район,5
Черемховский муниципальный район,3
Черемшанский муниципальный район,5
Черепановский муниципальный район,3
Череповецкий муниципальный район,6
Черлакский муниципальный район,3
Черниговский муниципальный округ,6
Черноярский муниципальный район,0
Чернский муниципальный район,3
Чернышевский муниципальный район,6
Чернышковский муниципальный район,3
Чесменский муниципальный район,0
Чистоозерный муниципальный район,3
Чистопольский муниципальный район,6
Читинский муниципальный район,6
Чишминский муниципальный район,9
Чойский муниципальный район,0
Чугуевский муниципальный округ,6
Чудовский муниципальный район,10
Чулымский муниципальный район,6
Чунский муниципальный район,3
Чурапчинский муниципальный район,11
Чухломский муниципальный район,0
Чучковский муниципальный район,0
Шабалинский муниципальный район,3
Шаблыкинский муниципальный район,0
Шарангский муниципальный округ,0
Шаранский муниципальный район,5
Шарлыкский муниципальный район,5
Шатковский муниципальный округ,0
Шатровский муниципальный округ,0
Шацкий муниципальный район,5
Шебалинский муниципальный район,3
Шегарский муниципальный район,3
Шекснинский муниципальный район,10
Шелаболихинский муниципальный район,0
Шелеховский муниципальный район,9
Шелопугинский муниципальный район,7
Шемуршинский муниципальный округ,5
Шенкурский муниципальный округ,3
Шенталинский муниципальный район,0
Шербакульский муниципальный район,0
Шигонский муниципальный район,3
Шилкинский муниципальный район,6
Шиловский муниципальный район,3
Шимановский муниципальный округ,6
Шимский муниципальный район,3
Шипуновский муниципальный район,3
Ширинский муниципальный район,3
Шкотовский муниципальный округ,6
Шовгеновский муниципальный район,3
Шпаковский муниципальный округ,9
Шуйский муниципальный район,10
Шумячский муниципальный район,5
Шушенский муниципальный район,6
Щекинский муниципальный район,6
Щучанский муниципальный округ,3
Эвенкийский муниципальный район,11
Энгельсский муниципальный район,9
Эхирит-Булагатский муниципальный район,5
Южский муниципальный район,3
Юргамышский муниципальный округ,0
Юргинский муниципальный район,0
Юринский муниципальный район,0
Юрьев-Польский муниципальный район,10
Юрьевецкий муниципальный район,0
Юрьянский муниципальный район,3
Юстинский муниципальный район,0
Ютазинский муниципальный район,5
Юхновский муниципальный район,3
Ядринский муниципальный округ,5
Яйский муниципальный округ,6
Яковлевский муниципальный округ,6
Яльчикский муниципальный округ,5
Янаульский муниципальный район,5
Янтиковский муниципальный округ,5
Яранский муниципальный район,5
Ярковский муниципальный район,3
Ярославский муниципальный район,9
Ярцевский муниципальный район,10
Ясногорский муниципальный район,10
Яшкинский муниципальный округ,3
внутригородская территория города федерального значения  Александровский муниципальный округ,8
внутригородская территория города федерального значения город Зеленогорск,9
внутригородская территория города федерального значения город Колпино,9
внутригородская территория города федерального значения город Красное Село,9
внутригородская территория города федерального значения город Кронштадт,9
внутригородская территория города федерального значения город Ломоносов,9
внутригородская территория города федерального значения город Павловск,9
внутригородская территория города федерального значения город Петергоф,8
внутригородская территория города федерального значения город Пушкин,9
внутригородская территория города федерального значения город Сестрорецк,9
внутригородская территория города федерального значения городской округ Троицк,9
внутригородская территория города федерального значения городской округ Щербинка,9
внутригородская территория города федерального значения муниципальное образование Савелки,8
внутригородская территория города федерального значения муниципальный округ Автово,8
внутригородская территория города федерального значения муниципальный округ Адмиралтейский округ,8
внутригородская территория города федерального значения муниципальный округ Академический,8
внутригородская территория города федерального значения муниципальный округ Академическое,8
внутригородская территория города федерального значения муниципальный округ Алексеевский,8
внутригородская территория города федерального значения муниципальный округ Алтуфьевский,8
внутригородская территория города федерального значения муниципальный округ Аптекарский остров,8
внутригородская территория города федерального значения муниципальный округ Арбат,8
внутригородская территория города федерального значения муниципальный округ Аэропорт,8
внутригородская территория города федерального значения муниципальный округ Бабушкинский,8
внутригородская территория города федерального значения муниципальный округ Балканский,8
внутригородская территория города федерального значения муниципальный округ Басманный,8
внутригородская территория города федерального значения муниципальный округ Беговой,8
внутригородская территория города федерального значения муниципальный округ Бескудниковский,8
внутригородская территория города федерального значения муниципальный округ Бибирево,8
внутригородская территория города федерального значения муниципальный округ Бирюлево Восточное,9
внутригородская территория города федерального значения муниципальный округ Бирюлево Западное,9
внутригородская территория города федерального значения муниципальный округ Богородское,8
внутригородская территория города федерального значения муниципальный округ Большая Охта,8
внутригородская территория города федерального значения муниципальный округ Братеево,8
внутригородская территория города федерального значения муниципальный округ Бутырский,8
внутригородская территория города федерального значения муниципальный округ Васильевский,8
внутригородская территория города федерального значения муниципальный округ Введенский,8
внутригородская территория города федерального значения муниципальный округ Вешняки,8
внутригородская территория города федерального значения муниципальный округ Владимирский округ,8
внутригородская территория города федерального значения муниципальный округ Внуково,9
внутригородская территория города федерального значения муниципальный округ Войковский,8
внутригородская территория города федерального значения муниципальный округ Волковское,8
внутригородская территория города федерального значения муниципальный округ Восточное Дегунино,8
внутригородская территория города федерального значения муниципальный округ Восточное Измайлово,8
внутригородская территория города федерального значения муниципальный округ Восточный,9
внутригородская территория города федерального значения муниципальный округ Выхино-Жулебино,8
внутригородская территория города федерального значения муниципальный округ Гавань,8
внутригородская территория города федерального значения муниципальный округ Гагаринский,8
внутригородская территория города федерального значения муниципальный округ Гагаринское,8
внутригородская территория города федерального значения муниципальный округ Георгиевский,8
внутригородская территория города федерального значения муниципальный округ Головинский,8
внутригородская территория города федерального значения муниципальный округ Гольяново,8
внутригородская территория города федерального значения муниципальный округ Горелово,9
внутригородская территория города федерального значения муниципальный округ Гражданка,8
внутригородская территория города федерального значения муниципальный округ Даниловский,8
внутригородская территория города федерального значения муниципальный округ Дачное,8
внутригородская территория города федерального значения муниципальный округ Дворцовый округ,8
внутригородская территория города федерального значения муниципальный округ Дмитровский,8
внутригородская территория города федерального значения муниципальный округ Донской,8
внутригородская территория города федерального значения муниципальный округ Дорогомилово,8
внутригородская территория города федерального значения муниципальный округ Екатерингофский,8
внутригородская территория города федерального значения муниципальный округ Замоскворечье,8
внутригородская территория города федерального значения муниципальный округ Западное Дегунино,8
внутригородская территория города федерального значения муниципальный округ Звездное,8
внутригородская территория города федерального значения муниципальный округ Зюзино,8
внутригородская территория города федерального значения муниципальный округ Зябликово,8
внутригородская территория города федерального значения муниципальный округ Ивановский,8
внутригородская территория города федерального значения муниципальный округ Ивановское,8
внутригородская территория города федерального значения муниципальный округ Измайлово,8
внутригородская территория города федерального значения муниципальный округ Измайловское,8
внутригородская территория города федерального значения муниципальный округ Капотня,9
внутригородская территория города федерального значения муниципальный округ Княжево,8
внутригородская территория города федерального значения муниципальный округ Коломна,8
внутригородская территория города федерального значения муниципальный округ Коломяги,8
внутригородская территория города федерального значения муниципальный округ Комендантский аэродром,8
внутригородская территория города федерального значения муниципальный округ Константиновское,8
внутригородская территория города федерального значения муниципальный округ Коньково,8
внутригородская территория города федерального значения муниципальный округ Коптево,8
внутригородская территория города федерального значения муниципальный округ Косино-Ухтомский,8
внутригородская территория города федерального значения муниципальный округ Котловка,8
внутригородская территория города федерального значения муниципальный округ Красненькая речка,8
внутригородская территория города федерального значения муниципальный округ Красносельский,8
внутригородская территория города федерального значения муниципальный округ Кронверкское,8
внутригородская территория города федерального значения муниципальный округ Крылатское,8
внутригородская территория города федерального значения муниципальный округ Крюково,9
внутригородская территория города федерального значения муниципальный округ Кузьминки,8
внутригородская территория города федерального значения муниципальный округ Кунцево,8
внутригородская территория города федерального значения муниципальный округ Купчино,8
внутригородская территория города федерального значения муниципальный округ Куркино,8
внутригородская территория города федерального значения муниципальный округ Ланское,8
внутригородская территория города федерального значения муниципальный округ Лахта-Ольгино,8
внутригородская территория города федерального значения муниципальный округ Левобережный,8
внутригородская территория города федерального значения муниципальный округ Лефортово,8
внутригородская территория города федерального значения муниципальный округ Лианозово,8
внутригородская территория города федерального значения муниципальный округ Лиговка-Ямская,8
внутригородская территория города федерального значения муниципальный округ Литейный округ,8
внутригородская территория города федерального значения муниципальный округ Ломоносовский,8
внутригородская территория города федерального значения муниципальный округ Лосиноостровский,8
внутригородская территория города федерального значения муниципальный округ Люблино,8
внутригородская территория города федерального значения муниципальный округ Малая Охта,8
внутригородская территория города федерального значения муниципальный округ Марфино,8
внутригородская территория города федерального значения муниципальный округ Марьина роща,8
внутригородская территория города федерального значения муниципальный округ Марьино,8
внутригородская территория города федерального значения муниципальный округ Матушкино,9
внутригородская территория города федерального значения муниципальный округ Метрогородок,8
внутригородская территория города федерального значения муниципальный округ Мещанский,8
внутригородская территория города федерального значения муниципальный округ Митино,8
внутригородская территория города федерального значения муниципальный округ Можайский,8
внутригородская территория города федерального значения муниципальный округ Молжаниновский,9
внутригородская территория города федерального значения муниципальный округ Морские ворота,8
внутригородская территория города федерального значения муниципальный округ Морской,8
внутригородская территория города федерального значения муниципальный округ Москворечье-Сабурово,8
внутригородская территория города федерального значения муниципальный округ Московская застава,8
внутригородская территория города федерального значения муниципальный округ Нагатино-Садовники,8
внутригородская территория города федерального значения муниципальный округ Нагатинский затон,8
внутригородская территория города федерального значения муниципальный округ Нагорный,8
внутригородская территория города федерального значения муниципальный округ Нарвский округ,8
внутригородская территория города федерального значения муниципальный округ Народный,8
внутригородская территория города федерального значения муниципальный округ Невская застава,8
внутригородская территория города федерального значения муниципальный округ Невский округ,8
внутригородская территория города федерального значения муниципальный округ Некрасовка,9
внутригородская территория города федерального значения муниципальный округ Нижегородский,8
внутригородская территория города федерального значения муниципальный округ Ново-Переделкино,8
внутригородская территория города федерального значения муниципальный округ Новогиреево,8
внутригородская территория города федерального значения муниципальный округ Новоизмайловское,8
внутригородская территория города федерального значения муниципальный округ Новокосино,8
внутригородская территория города федерального значения муниципальный округ Обручевский,8
внутригородская территория города федерального значения муниципальный округ Обуховский,8
внутригородская территория города федерального значения муниципальный округ Озеро Долгое,8
внутригородская территория города федерального значения муниципальный округ Оккервиль,8
внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Северное,8
внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Южное,8
внутригородская территория города федерального значения муниципальный округ Останкинский,8
внутригородская территория города федерального значения муниципальный округ Остров Декабристов,8
внутригородская территория города федерального значения муниципальный округ Отрадное,8
внутригородская территория города федерального значения муниципальный округ Очаково-Матвеевское,8
внутригородская территория города федерального значения муниципальный округ Перово,8
внутригородская территория города федерального значения муниципальный округ Печатники,8
внутригородская территория города федерального значения муниципальный округ Пискаревка,8
внутригородская территория города федерального значения муниципальный округ Покровское-Стрешнево,8
внутригородская территория города федерального значения муниципальный округ Полюстрово,8
внутригородская территория города федерального значения муниципальный округ Пороховые,8
внутригородская территория города федерального значения муниципальный округ Посадский,8
внутригородская территория города федерального значения муниципальный округ Правобережный,8
внутригородская территория города федерального значения муниципальный округ Преображенское,8
внутригородская территория города федерального значения муниципальный округ Пресненский,8
внутригородская территория города федерального значения муниципальный округ Прометей,8
внутригородская территория города федерального значения муниципальный округ Проспект Вернадского,8
внутригородская территория города федерального значения муниципальный округ Пулковский меридиан,8
внутригородская территория города федерального значения муниципальный округ Раменки,8
внутригородская территория города федерального значения муниципальный округ Ржевка,8
внутригородская территория города федерального значения муниципальный округ Ростокино,8
внутригородская территория города федерального значения муниципальный округ Рыбацкое,8
внутригородская территория города федерального значения муниципальный округ Рязанский,8
внутригородская территория города федерального значения муниципальный округ Савеловский,8
внутригородская территория города федерального значения муниципальный округ Сампсониевское,8
внутригородская территория города федерального значения муниципальный округ Светлановское,8
внутригородская территория города федерального значения муниципальный округ Свиблово,8
внутригородская территория города федерального значения муниципальный округ Северное Бутово,8
внутригородская территория города федерального значения муниципальный округ Северное Измайлово,8
внутригородская территория города федерального значения муниципальный округ Северное Медведково,8
внутригородская территория города федерального значения муниципальный округ Северное Тушино,8
внутригородская территория города федерального значения муниципальный округ Семеновский,8
внутригородская территория города федерального значения муниципальный округ Сенной округ,8
внутригородская территория города федерального значения муниципальный округ Сергиевское,8
внутригородская территория города федерального значения муниципальный округ Силино,9
внутригородская территория города федерального значения муниципальный округ Смольнинское,8
внутригородская территория города федерального значения муниципальный округ Сокол,8
внутригородская территория города федерального значения муниципальный округ Соколиная гора,8
внутригородская территория города федерального значения муниципальный округ Сокольники,8
внутригородская территория города федерального значения муниципальный округ Солнцево,8
внутригородская территория города федерального значения муниципальный округ Сосновая поляна,8
внутригородская территория города федерального значения муниципальный округ Сосновское,8
внутригородская территория города федерального значения муниципальный округ Старое Крюково,9
внутригородская территория города федерального значения муниципальный округ Строгино,8
внутригородская территория города федерального значения муниципальный округ Таганский,8
внутригородская территория города федерального значения муниципальный округ Тверской,8
внутригородская территория города федерального значения муниципальный округ Текстильщики,8
внутригородская территория города федерального значения муниципальный округ Теплый Стан,8
внутригородская территория города федерального значения муниципальный округ Тимирязевский,8
внутригородская территория города федерального значения муниципальный округ Тропарево-Никулино,8
внутригородская территория города федерального значения муниципальный округ Ульянка,8
внутригородская территория города федерального значения муниципальный округ Урицк,8
внутригородская территория города федерального значения муниципальный округ Филевский парк,8
внутригородская территория города федерального значения муниципальный округ Фили-Давыдково,8
внутригородская территория города федерального значения муниципальный округ Финляндский округ,8
внутригородская территория города федерального значения муниципальный округ Хамовники,8
внутригородская территория города федерального значения муниципальный округ Ховрино,8
внутригородская территория города федерального значения муниципальный округ Хорошево-Мневники,8
внутригородская территория города федерального значения муниципальный округ Хорошевский,8
внутригородская территория города федерального значения муниципальный округ Царицыно,8
внутригородская территория города федерального значения муниципальный округ Черемушки,8
внутригородская территория города федерального значения муниципальный округ Чертаново Северное,8
внутригородская территория города федерального значения муниципальный округ Чертаново Центральное,8
внутригородская территория города федерального значения муниципальный округ Чертаново Южное,8
внутригородская территория города федерального значения муниципальный округ Чкаловское,8
внутригородская территория города федерального значения муниципальный округ Шувалово-Озерки,8
внутригородская территория города федерального значения муниципальный округ Щукино,8
внутригородская территория города федерального значения муниципальный округ Юго-Запад,8
внутригородская территория города федерального значения муниципальный округ Южно-Приморский,8
внутригородская территория города федерального значения муниципальный округ Южное Бутово,8
внутригородская территория города федерального значения муниципальный округ Южное Медведково,8
внутригородская территория города федерального значения муниципальный округ Южное Тушино,8
внутригородская территория города федерального значения муниципальный округ Южнопортовый,8
внутригородская территория города федерального значения муниципальный округ Юнтолово,8
внутригородская территория города федерального значения муниципальный округ Якиманка,8
внутригородская территория города федерального значения муниципальный округ Ярославский,8
внутригородская территория города федерального значения муниципальный округ Ясенево,8
внутригородская территория города федерального значения муниципальный округ округ Петровский,8
внутригородская территория города федерального значения муниципальный округ № 15,8
внутригородская территория города федерального значения муниципальный округ № 21,8
внутригородская территория города федерального значения муниципальный округ № 54,8
внутригородская территория города федерального значения муниципальный округ № 65,8
внутригородская территория города федерального значения муниципальный округ № 7,8
внутригородская территория города федерального значения муниципальный округ № 72,8
внутригородская территория города федерального значения муниципальный округ № 78,8
внутригородская территория города федерального значения поселение Внуковское,8
внутригородская территория города федерального значения поселение Вороновское,6
внутригородская территория города федерального значения поселение Воскресенское,9
внутригородская территория города федерального значения поселение Десеновское,9
внутригородская территория города федерального значения поселение Киевский,6
внутригородская территория города федерального значения поселение Кокошкино,9
внутригородская территория города федерального значения поселение Краснопахорское,6
внутригородская территория города федерального значения поселение Марушкинское,9
внутригородская территория города федерального значения поселение Михайлово-Ярцевское,6
внутригородская территория города федерального значения поселение Московский,8
"внутригородская территория города федерального значения поселение Мосрентген""""",9
внутригородская территория города федерального значения поселение Новофедоровское,6
внутригородская территория города федерального значения поселение Первомайское,9
внутригородская территория города федерального значения поселение Рязановское,9
внутригородская территория города федерального значения поселение Сосенское,8
внутригородская территория города федерального значения поселение Филимонковское,9
внутригородская территория города федерального значения поселение Щаповское,6
внутригородская территория города федерального значения поселок Левашово,9
внутригородская территория города федерального значения поселок Лисий Нос,9
внутригородская территория города федерального значения поселок Металлострой,9
внутригородская территория города федерального значения поселок Парголово,8
внутригородская территория города федерального значения поселок Песочный,9
внутригородская территория города федерального значения поселок Понтонный,9
внутригородская территория города федерального значения поселок Стрельна,8
внутригородская территория города федерального значения поселок Шушары,8
городской округ Абдулинский,5
городской округ Алапаевское,10
городской округ Александровск-Сахалинский район,6
городской округ Анадырь,11
городской округ Ангарский,9
городской округ Анжеро-Судженский,6
городской округ Анивский,11
городской округ Арамильский,9
городской округ Арсеньевский,11
городской округ Артинский,10
городской округ Асбестовский,9
городской округ Ачитский,3
городской округ Баксан,1
городской округ Балашиха,9
городской округ Балтийский,11
городской округ Беловский,9
городской округ Белоярский,6
городской округ Бисертский,10
городской округ Богданович,6
городской округ Богородский,9
городской округ Большой Камень,11
городской округ Бронницы,9
городской округ Великий Новгород,9
городской округ Верещагинский,6
городской округ Верхнесалдинский,9
городской округ Верхнеуфалейский,10
городской округ Верхний Тагил,10
городской округ Верхняя Пышма,9
городской округ Верхняя Тура,10
городской округ Верхотурский,10
городской округ Вичуга,10
городской округ Владивостокский,11
городской округ Волоколамский,6
городской округ Волчанский,10
городской округ Воркута,11
городской округ Воротынский,10
городской округ Воскресенск,9
городской округ Вышневолоцкий,6
городской округ Гайский,10
городской округ Гаринский,0
городской округ Голышмановский,0
городской округ Горнозаводский,10
городской округ Гусевский,9
городской округ Дальнегорский,6
городской округ Дальнереченский,6
городской округ Дегтярск,10
городской округ Дзержинский,9
городской округ Дмитровский,9
городской округ Добрянский,9
городской округ Долгопрудный,9
городской округ Долинский,11
городской округ Домодедово,9
городской округ Дубна,9
городской округ Егорьевск,9
городской округ Жигулевск,6
городской округ Жуковский,9
городской округ Заводоуковский,6
городской округ Зарайск,6
городской округ Заречный,10
городской округ Зима,6
городской округ Златоустовский,9
городской округ Иваново,9
городской округ Ивдельский,6
городской округ Ильинский,3
городской округ Инта,11
городской округ Ирбитское,3
городской округ Истра,9
городской округ Калтанский,6
городской округ Каменский,6
городской округ Камышловский,6
городской округ Карабашский,10
городской округ Карачаевский,1
городской округ Карпинск,10
городской округ Качканарский,9
городской округ Кашинский,3
городской округ Кашира,6
городской округ Кемеровский,9
городской округ Кинель,6
городской округ Кинешма,6
городской округ Кировградский,10
городской округ Киселевский,6
городской округ Клин,9
городской округ Коломна,9
городской округ Копейский,9
городской округ Королёв,9
городской округ Корсаковский,11
городской округ Костомукшский,11
городской округ Котельники,9
городской округ Котлас,9
городской округ Кохма,10
городской округ Красновишерский,3
городской округ Красногорск,9
городской округ Краснокамский,9
городской округ Краснотурьинск,6
городской округ Красноуральск,10
городской округ Красноуфимск,6
городской округ Красноуфимский округ,6
городской округ Кувандыкский,10
городской округ Курильский,11
городской округ Кушвинский,10
городской округ Кыштымский,6
городской округ Ленинск-Кузнецкий,6
городской округ Ленинский,9
городской округ Лесозаводский,6
городской округ Лобня,9
городской округ Лосино-Петровский,9
городской округ Лотошино,10
городской округ Луховицы,6
городской округ Лысьвенский,9
городской округ Лыткарино,9
городской округ Люберцы,9
городской округ Магнитогорский,9
городской округ Макаровский,6
городской округ Малышевский,10
городской округ Мамоновский,10
городской округ Междуреченский,9
городской округ Миасский,9
городской округ Можайский,6
городской округ Мысковский,6
городской округ Мытищи,9
городской округ Навашинский,3
городской округ Нальчик,1
городской округ Наро-Фоминский,9
городской округ Находкинский,11
городской округ Невельский,6
городской округ Невьянский,9
городской округ Нелидовский,10
городской округ Нижнетуринский,10
городской округ Нижняя Салда,10
городской округ Новокузнецкий,9
городской округ Новокуйбышевск,9
городской округ Новолялинский,3
городской округ Ногликский,11
городской округ Нытвенский,3
городской округ Одинцовский,9
городской округ Октябрьск,10
городской округ Октябрьский,3
городской округ Орехово-Зуевский,9
городской округ Осинниковский,6
городской округ Осинский,6
городской округ Осташковский,10
городской округ Отрадный,6
городской округ Оханский,3
городской округ Охинский,11
городской округ Очерский,6
городской округ Партизанский,6
городской округ Пелым,10
городской округ Первоуральск,9
городской округ Перевозский,3
городской округ Пермский,9
городской округ Петрозаводский,9
городской округ Петропавловск-Камчатский,11
городской округ Пионерский,9
городской округ Подольск,9
городской округ Полевской,9
городской округ Полысаевский,6
городской округ Поронайский,11
городской округ Похвистнево,3
городской округ Прокопьевский,9
городской округ Протвино,9
городской округ Прохладный,1
городской округ Пушкинский,9
городской округ Пущино,10
городской округ Пышминский,3
городской округ Раменский,9
городской округ Ревда,9
городской округ Режевской,9
городской округ Реутов,8
городской округ Рефтинский,10
городской округ Рузский,6
городской округ Самара,9
городской округ Светловский,10
городской округ Светлогорский,9
городской округ Северодвинск,11
городской округ Североуральский,10
городской округ Семеновский,3
городской округ Сергиево-Посадский,9
городской округ Серебряные Пруды,10
городской округ Серовский,9
городской округ Серпухов,9
городской округ Смирныховский,6
городской округ Советский,9
городской округ Сокольский,3
городской округ Соликамский,6
городской округ Солнечногорск,9
городской округ Соль-Илецкий,5
городской округ Сорочинский,6
городской округ Сосновоборский,9
городской округ Сосьвинский,10
городской округ Спасск-Дальний,6
городской округ Среднеуральск,9
городской округ Ступино,9
городской округ Суксунский,0
городской округ Сухой Лог,10
городской округ Сызрань,6
городской округ Сыктывкар,9
городской округ Сысертский,9
городской округ Тавдинский,6
городской округ Тайгинский,10
городской округ Талдомский,6
городской округ Талицкий,6
городской округ Тейково,10
городской округ Томаринский,6
городской округ Троицкий,6
городской округ Тугулымский,10
городской округ Туринский,3
городской округ Тымовский,6
городской округ Углегорский,11
городской округ Удомельский,10
городской округ Уссурийский,11
городской округ Усть-Катавский,10
городской округ Ухта,9
городской округ Фрязино,9
городской округ Холмский,11
городской округ Чайковский,9
городской округ Чапаевск,6
городской округ Чебаркульский,9
городской округ Челябинский,9
городской округ Чердынский,0
городской округ Черкесский,1
городской округ Черноголовка,9
городской округ Чернушинский,6
городской округ Чехов,9
городской округ Чусовской,6
городской округ Шалинский,0
городской округ Шатура,6
городской округ Шаховская,10
городской округ Шуя,10
городской округ Щёлково,9
городской округ Эгвекинот,11
городской округ Электросталь,9
городской округ Южно-Курильский,11
городской округ Южноуральский,6
городской округ Юргинский,9
городской округ Ясненский,10
городской округ город Абаза,3
городской округ город Абакан,9
городской округ город Агидель,10
городской округ город Адыгейск,1
городской округ город Алапаевск,6
городской округ город Алатырь,3
городской округ город Алейск,6
городской округ город Алексин,6
городской округ город Арзамас,6
городской округ город Архангельск,9
городской округ город Астрахань,9
городской округ город Ачинск,6
городской округ город Барнаул,9
городской округ город Белокуриха,6
городской округ город Бердск,9
городской округ город Березники,9
городской округ город Бийск,9
городской округ город Биробиджан,11
городской округ город Боготол,3
городской округ город Бор,9
городской округ город Бородино,6
городской округ город Братск,9
городской округ город Бугуруслан,6
городской округ город Бузулук,6
городской округ город Буй,10
городской округ город Великие Луки,6
городской округ город Владикавказ,1
городской округ город Владимир,9
городской округ город Волгореченск,10
городской округ город Волжск,10
городской округ город Волжский,9
городской округ город Воткинск,9
городской округ город Выкса,6
городской округ город Вятские Поляны,10
городской округ город Галич,3
городской округ город Глазов,9
городской округ город Горно-Алтайск,9
городской округ город Губкинский,11
городской округ город Гусь-Хрустальный,6
городской округ город Десногорск,10
городской округ город Дзержинск,9
городской округ город Дивногорск,9
городской округ город Димитровград,6
городской округ город Донской,6
городской округ город Екатеринбург,9
городской округ город Елец,6
городской округ город Енисейск,10
городской округ город Ефремов,6
городской округ город Заринск,9
городской округ город Ижевск,9
городской округ город Ирбит,6
городской округ город Иркутск,9
городской округ город Искитим,6
городской округ город Ишим,6
городской округ город Йошкар-Ола,9
городской округ город Казань,9
городской округ город Калининград,9
городской округ город Калуга,9
городской округ город Каменск-Уральский,9
городской округ город Камышин,6
городской округ город Канаш,5
городской округ город Канск,6
городской округ город Касимов,10
городской округ город Кедровый,4
городской округ город Кизел,10
городской округ город Киров,9
городской округ город Кирово-Чепецк,9
городской округ город Кирсанов,3
городской округ город Ковров,9
городской округ город Когалым,11
городской округ город Козьмодемьянск,3
городской округ город Комсомольск-на-Амуре,11
городской округ город Коряжма,9
городской округ город Кострома,9
городской округ город Котельнич,5
городской округ город Котовск,10
городской округ город Красноярск,9
городской округ город Кулебаки,10
городской округ город Кумертау,9
городской округ город Курган,9
городской округ город Лабытнанги,11
городской округ город Лангепас,11
городской округ город Лермонтов,6
городской округ город Лесосибирск,6
городской округ город Ливны,10
городской округ город Липецк,9
городской округ город Магадан,11
городской округ город Майкоп,9
городской округ город Мегион,11
городской округ город Медногорск,10
городской округ город Минусинск,9
городской округ город Михайловка,6
городской округ город Мичуринск,6
городской округ город Можга,9
городской округ город Моршанск,3
городской округ город Муравленко,11
городской округ город Мурманск,11
городской округ город Мценск,10
городской округ город Набережные Челны,9
городской округ город Назарово,6
городской округ город Нарьян-Мар,11
городской округ город Невинномысск,9
городской округ город Нефтекамск,9
городской округ город Нефтеюганск,11
городской округ город Нижневартовск,11
городской округ город Нижний Новгород,9
городской округ город Нижний Тагил,9
городской округ город Новоалтайск,9
городской округ город Новодвинск,10
городской округ город Новомосковск,6
городской округ город Новосибирск,9
городской округ город Новотроицк,9
городской округ город Новоульяновск,10
городской округ город Новочебоксарск,9
городской округ город Новый Уренгой,11
городской округ город Норильск,11
городской округ город Ноябрьск,11
городской округ город Нягань,11
городской округ город Обнинск,9
городской округ город Обь,9
городской округ город Октябрьский,9
городской округ город Омск,9
городской округ город Оренбург,9
городской округ город Орск,9
городской округ город Орёл,9
городской округ город Первомайск,0
городской округ город Переславль-Залесский,6
городской округ город Петровск-Забайкальский,6
городской округ город Покачи,10
городской округ город Псков,9
городской округ город Пыть-Ях,11
городской округ город Радужный,10
городской округ город Рассказово,3
городской округ город Рубцовск,6
городской округ город Рыбинск,9
городской округ город Рязань,9
городской округ город Салават,9
городской округ город Салехард,11
городской округ город Сарапул,9
городской округ город Саратов,9
городской округ город Саяногорск,6
городской округ город Саянск,6
городской округ город Свирск,6
городской округ город Сибай,9
городской округ город Скопин,0
городской округ город Слободской,5
городской округ город Смоленск,9
городской округ город Сорск,10
городской округ город Сосновоборск,9
городской округ город Ставрополь,9
