pair,cross_coassignment,mode,seed,louvain_seed,gamma
A/C,0.009782342871117632,graph_only,6,0,0.5
A/D,0.08362304732767811,graph_only,6,0,0.5
A/E,0.05673758865248227,graph_only,6,0,0.5
A/F,0.08716680764309107,graph_only,6,0,0.5
A/G,0.0008819314298313307,graph_only,6,0,0.5
B/C,0.0,graph_only,6,0,0.5
B/D,0.000533546752034147,graph_only,6,0,0.5
B/E,0.01020408163265306,graph_only,6,0,0.5
B/F,0.00015602571303750858,graph_only,6,0,0.5
B/G,0.0,graph_only,6,0,0.5
C/D,0.0,graph_only,6,0,0.5
C/E,0.0,graph_only,6,0,0.5
C/F,0.0037962670041126224,graph_only,6,0,0.5
C/G,0.06825084866892979,graph_only,6,0,0.5
D/E,0.05228758169934641,graph_only,6,0,0.5
D/F,0.9021406727828746,graph_only,6,0,0.5
D/G,0.009820854075654441,graph_only,6,0,0.5
E/F,0.01529051987767584,graph_only,6,0,0.5
E/G,0.0,graph_only,6,0,0.5
F/G,0.0280141338277004,graph_only,6,0,0.5
A/B,0.0,graph_only,7,0,0.5
A/C,0.26999266324284665,graph_only,7,0,0.5
A/D,0.0070921985815602835,graph_only,7,0,0.5
A/E,0.012887973766491269,graph_only,7,0,0.5
A/F,0.02780488862862472,graph_only,7,0,0.5
A/G,0.00048506228640723183,graph_only,7,0,0.5
B/C,0.0,graph_only,7,0,0.5
B/D,0.0,graph_only,7,0,0.5
B/E,0.08602150537634409,graph_only,7,0,0.5
B/F,0.0,graph_only,7,0,0.5
B/G,0.0,graph_only,7,0,0.5
C/D,0.0,graph_only,7,0,0.5
C/E,0.0,graph_only,7,0,0.5
C/F,0.00674891911842244,graph_only,7,0,0.5
C/G,0.03216008576022869,graph_only,7,0,0.5
D/E,0.010752688172043012,graph_only,7,0,0.5
D/F,0.9418960244648318,graph_only,7,0,0.5
D/G,0.06839378238341969,graph_only,7,0,0.5
E/F,0.021176547959619874,graph_only,7,0,0.5
E/G,0.0007354170148754805,graph_only,7,0,0.5
F/G,0.08718606898955808,graph_only,7,0,0.5
A/B,0.0,graph_only,8,0,0.5
A/C,0.0022010271460014674,graph_only,8,0,0.5
A/D,0.014184397163120567,graph_only,8,0,0.5
A/E,0.005414474185922367,graph_only,8,0,0.5
A/F,0.03717439868132821,graph_only,8,0,0.5
A/G,0.0070848491529783555,graph_only,8,0,0.5
B/C,0.0,graph_only,8,0,0.5
B/D,0.0,graph_only,8,0,0.5
B/E,0.0913978494623656,graph_only,8,0,0.5
B/F,0.0,graph_only,8,0,0.5
B/G,0.0,graph_only,8,0,0.5
C/D,0.0,graph_only,8,0,0.5
C/E,0.0,graph_only,8,0,0.5
C/F,0.15564694716861752,graph_only,8,0,0.5
C/G,0.30938002501340006,graph_only,8,0,0.5
D/E,0.010752688172043012,graph_only,8,0,0.5
D/F,0.4709480122324159,graph_only,8,0,0.5
D/G,0.0010362694300518134,graph_only,8,0,0.5
E/F,0.005211929893788432,graph_only,8,0,0.5
E/G,1.1142682043567887e-05,graph_only,8,0,0.5
F/G,0.5004579233414144,graph_only,8,0,0.5
A/B,0.0,graph_only,9,0,0.5
A/C,0.03546099290780142,graph_only,9,0,0.5
A/D,0.014184397163120567,graph_only,9,0,0.5
A/E,0.014108136963318843,graph_only,9,0,0.5
A/F,0.02541913375409374,graph_only,9,0,0.5
A/G,0.00072024400102892,graph_only,9,0,0.5
B/C,0.0,graph_only,9,0,0.5
B/D,0.0,graph_only,9,0,0.5
B/E,0.005376344086021506,graph_only,9,0,0.5
B/F,0.0,graph_only,9,0,0.5
B/G,0.0,graph_only,9,0,0.5
C/D,0.0,graph_only,9,0,0.5
C/E,0.0,graph_only,9,0,0.5
C/F,0.0,graph_only,9,0,0.5
C/G,0.002072538860103627,graph_only,9,0,0.5
D/E,0.0,graph_only,9,0,0.5
D/F,0.9847094801223242,graph_only,9,0,0.5
D/G,0.04559585492227979,graph_only,9,0,0.5
E/F,0.0,graph_only,9,0,0.5
E/G,0.0,graph_only,9,0,0.5
F/G,0.047807830647589165,graph_only,9,0,0.5
A/B,0.0,graph_only,10,0,0.5
A/C,0.017119100024455856,graph_only,10,0,0.5
A/D,0.00820470031984425,graph_only,10,0,0.5
A/E,0.006710897582551666,graph_only,10,0,0.5
A/F,0.060359598325633854,graph_only,10,0,0.5
A/G,0.00828280601183258,graph_only,10,0,0.5
B/C,0.0,graph_only,10,0,0.5
B/D,0.0,graph_only,10,0,0.5
B/E,0.08602150537634409,graph_only,10,0,0.5
B/F,0.0,graph_only,10,0,0.5
B/G,0.0,graph_only,10,0,0.5
C/D,0.00901510029299076,graph_only,10,0,0.5
C/E,0.0018539117538005192,graph_only,10,0,0.5
C/F,0.33955499314562904,graph_only,10,0,0.5
C/G,0.08626049669465785,graph_only,10,0,0.5
D/E,0.023894862604540025,graph_only,10,0,0.5
D/F,0.02864224181007775,graph_only,10,0,0.5
D/G,0.004361813810152731,graph_only,10,0,0.5
E/F,0.005294136989904968,graph_only,10,0,0.5
E/G,0.0008969859045072149,graph_only,10,0,0.5
F/G,0.1642883174090095,graph_only,10,0,0.5
A/B,0.0,graph_only,11,0,0.5
A/C,0.0,graph_only,11,0,0.5
A/D,0.02127659574468085,graph_only,11,0,0.5
A/E,0.012659193167086098,graph_only,11,0,0.5
A/F,0.1597588218708656,graph_only,11,0,0.5
A/G,0.0003086760004409657,graph_only,11,0,0.5
B/C,0.0,graph_only,11,0,0.5
B/D,0.0,graph_only,11,0,0.5
B/E,0.6451612903225806,graph_only,11,0,0.5
B/F,0.0,graph_only,11,0,0.5
B/G,0.0,graph_only,11,0,0.5
C/D,0.0,graph_only,11,0,0.5
C/E,0.0,graph_only,11,0,0.5
C/F,0.11072445428661816,graph_only,11,0,0.5
C/G,0.3394675719135251,graph_only,11,0,0.5
D/E,0.34946236559139787,graph_only,11,0,0.5
D/F,0.5259938837920489,graph_only,11,0,0.5
D/G,0.014507772020725389,graph_only,11,0,0.5
E/F,0.1846371378777416,graph_only,11,0,0.5
E/G,0.0050699203298233885,graph_only,11,0,0.5
F/G,0.3237407108111106,graph_only,11,0,0.5
A/B,0.0,graph_only,12,0,0.5
A/C,0.4199070677427244,graph_only,12,0,0.5
A/D,0.40425531914893614,graph_only,12,0,0.5
A/E,0.10215053763440861,graph_only,12,0,0.5
A/F,0.20916563645433447,graph_only,12,0,0.5
A/G,0.0012200051446000074,graph_only,12,0,0.5
B/C,0.0,graph_only,12,0,0.5
B/D,0.0,graph_only,12,0,0.5
B/E,0.7473118279569892,graph_only,12,0,0.5
B/F,0.0,graph_only,12,0,0.5
B/G,0.0,graph_only,12,0,0.5
C/D,0.034482758620689655,graph_only,12,0,0.5
C/E,0.008713385242862439,graph_only,12,0,0.5
C/F,0.13213118211536434,graph_only,12,0,0.5
C/G,0.20768268715383242,graph_only,12,0,0.5
D/E,0.25268817204301075,graph_only,12,0,0.5
D/F,0.48623853211009177,graph_only,12,0,0.5
D/G,0.0,graph_only,12,0,0.5
E/F,0.12286672585577588,graph_only,12,0,0.5
E/G,0.0,graph_only,12,0,0.5
F/G,0.48477127600576764,graph_only,12,0,0.5
A/B,0.0,graph_only,13,0,0.5
A/C,0.26412325752017607,graph_only,13,0,0.5
A/D,0.02127659574468085,graph_only,13,0,0.5
A/E,0.017883016853504158,graph_only,13,0,0.5
A/F,0.08436896783568655,graph_only,13,0,0.5
A/G,0.001991695145702422,graph_only,13,0,0.5
B/C,0.0,graph_only,13,0,0.5
B/D,0.0,graph_only,13,0,0.5
B/E,0.0967741935483871,graph_only,13,0,0.5
B/F,0.0,graph_only,13,0,0.5
B/G,0.0,graph_only,13,0,0.5
C/D,0.0,graph_only,13,0,0.5
C/E,0.0014831294030404152,graph_only,13,0,0.5
C/F,0.06221659812295687,graph_only,13,0,0.5
C/G,0.1036984098624263,graph_only,13,0,0.5
D/E,0.0,graph_only,13,0,0.5
D/F,0.5229357798165137,graph_only,13,0,0.5
D/G,0.0,graph_only,13,0,0.5
E/F,0.003156752490875012,graph_only,13,0,0.5
E/G,1.1142682043567887e-05,graph_only,13,0,0.5
F/G,0.3964760501338911,graph_only,13,0,0.5
A/B,0.014184397163120567,graph_only,14,0,0.5
A/C,0.03546099290780142,graph_only,14,0,0.5
A/D,0.0002781254345709915,graph_only,14,0,0.5
A/E,0.019217570350034317,graph_only,14,0,0.5
A/F,0.13705077320146616,graph_only,14,0,0.5
A/G,0.002043141145775916,graph_only,14,0,0.5
B/C,0.0,graph_only,14,0,0.5
B/D,0.0196078431372549,graph_only,14,0,0.5
B/E,0.9946236559139785,graph_only,14,0,0.5
B/F,0.024464831804281346,graph_only,14,0,0.5
B/G,0.0,graph_only,14,0,0.5
C/D,0.0,graph_only,14,0,0.5
C/E,0.0,graph_only,14,0,0.5
C/F,0.0030581039755351682,graph_only,14,0,0.5
C/G,0.002072538860103627,graph_only,14,0,0.5
D/E,0.019502424625764285,graph_only,14,0,0.5
D/F,0.6960484499610242,graph_only,14,0,0.5
D/G,0.0162552067459108,graph_only,14,0,0.5
E/F,0.025106047153990334,graph_only,14,0,0.5
E/G,1.1142682043567887e-05,graph_only,14,0,0.5
F/G,0.12873825482087117,graph_only,14,0,0.5
A/B,0.0,graph_only,15,0,0.5
A/C,0.31303497187576423,graph_only,15,0,0.5
A/D,0.07717980809345015,graph_only,15,0,0.5
A/E,0.014108136963318843,graph_only,15,0,0.5
A/F,0.06079337193918494,graph_only,15,0,0.5
A/G,0.0021533825745048323,graph_only,15,0,0.5
B/C,0.0,graph_only,15,0,0.5
B/D,0.0,graph_only,15,0,0.5
B/E,0.005376344086021506,graph_only,15,0,0.5
B/F,0.0,graph_only,15,0,0.5
B/G,0.0,graph_only,15,0,0.5
C/D,0.0,graph_only,15,0,0.5
C/E,0.0,graph_only,15,0,0.5
C/F,0.006643467257197089,graph_only,15,0,0.5
C/G,0.031373950330534216,graph_only,15,0,0.5
D/E,0.01300161641717619,graph_only,15,0,0.5
D/F,0.5583538206312086,graph_only,15,0,0.5
D/G,0.015340851366453316,graph_only,15,0,0.5
E/F,0.0,graph_only,15,0,0.5
E/G,0.0,graph_only,15,0,0.5
F/G,0.05078354011186639,graph_only,15,0,0.5
A/B,0.0,graph_only,16,0,0.5
A/C,0.03423820004891171,graph_only,16,0,0.5
A/D,0.028368794326241134,graph_only,16,0,0.5
A/E,0.012964233966292992,graph_only,16,0,0.5
A/F,0.038974559177565225,graph_only,16,0,0.5
A/G,0.0027119391467313415,graph_only,16,0,0.5
B/C,0.0,graph_only,16,0,0.5
B/D,0.0,graph_only,16,0,0.5
B/E,0.0913978494623656,graph_only,16,0,0.5
B/F,0.0,graph_only,16,0,0.5
B/G,0.0,graph_only,16,0,0.5
C/D,0.0,graph_only,16,0,0.5
C/E,0.0,graph_only,16,0,0.5
C/F,0.009174311926605505,graph_only,16,0,0.5
C/G,0.03212435233160622,graph_only,16,0,0.5
D/E,0.005376344086021506,graph_only,16,0,0.5
D/F,0.9602446483180428,graph_only,16,0,0.5
D/G,0.09430051813471503,graph_only,16,0,0.5
E/F,0.013449080924665418,graph_only,16,0,0.5
E/G,0.0005069920329823388,graph_only,16,0,0.5
F/G,0.09884172331289316,graph_only,16,0,0.5
A/B,0.0,graph_only,17,0,0.5
A/C,0.031792614331132306,graph_only,17,0,0.5
A/D,0.28860149260649887,graph_only,17,0,0.5
A/E,0.005109433386715473,graph_only,17,0,0.5
A/F,0.18665278591103304,graph_only,17,0,0.5
A/G,0.0020651894315216993,graph_only,17,0,0.5
B/C,0.0,graph_only,17,0,0.5
B/D,0.0,graph_only,17,0,0.5
B/E,0.6397849462365591,graph_only,17,0,0.5
B/F,0.0,graph_only,17,0,0.5
B/G,0.0,graph_only,17,0,0.5
C/D,0.0,graph_only,17,0,0.5
C/E,0.0,graph_only,17,0,0.5
C/F,0.031530106506379836,graph_only,17,0,0.5
C/G,0.035268894050384136,graph_only,17,0,0.5
D/E,0.011771733783118982,graph_only,17,0,0.5
D/F,0.46147388619056184,graph_only,17,0,0.5
D/G,0.0,graph_only,17,0,0.5
E/F,0.0,graph_only,17,0,0.5
E/G,0.0,graph_only,17,0,0.5
F/G,0.43572435866964554,graph_only,17,0,0.5
A/B,0.0,graph_only,18,0,0.5
A/C,0.006113964294448521,graph_only,18,0,0.5
A/D,0.03504380475594493,graph_only,18,0,0.5
A/E,0.012964233966292992,graph_only,18,0,0.5
A/F,0.03617671937016071,graph_only,18,0,0.5
A/G,0.0015801271451144673,graph_only,18,0,0.5
B/C,0.0,graph_only,18,0,0.5
B/D,0.0,graph_only,18,0,0.5
B/E,0.08602150537634409,graph_only,18,0,0.5
B/F,0.0,graph_only,18,0,0.5
B/G,0.0,graph_only,18,0,0.5
C/D,0.16903313049357674,graph_only,18,0,0.5
C/E,0.0,graph_only,18,0,0.5
C/F,0.16176315511968786,graph_only,18,0,0.5
C/G,0.07389673039128104,graph_only,18,0,0.5
D/E,0.017921146953405017,graph_only,18,0,0.5
D/F,0.9061581819272051,graph_only,18,0,0.5
D/G,0.04368586812963527,graph_only,18,0,0.5
E/F,0.03354049521554701,graph_only,18,0,0.5
E/G,0.0,graph_only,18,0,0.5
F/G,0.07610083820570107,graph_only,18,0,0.5
A/B,0.0,graph_only,19,0,0.5
A/C,0.8901932012717045,graph_only,19,0,0.5
A/D,0.9929078014184397,graph_only,19,0,0.5
A/E,0.3469839090978418,graph_only,19,0,0.5
A/F,0.8563124905112022,graph_only,19,0,0.5
A/G,0.022636240032337485,graph_only,19,0,0.5
B/C,0.0,graph_only,19,0,0.5
B/D,0.0,graph_only,19,0,0.5
B/E,0.6505376344086021,graph_only,19,0,0.5
B/F,0.0,graph_only,19,0,0.5
B/G,0.0,graph_only,19,0,0.5
C/D,0.896551724137931,graph_only,19,0,0.5
C/E,0.3133110863922877,graph_only,19,0,0.5
C/F,0.786776336602341,graph_only,19,0,0.5
C/G,0.12142219045917456,graph_only,19,0,0.5
D/E,0.34946236559139787,graph_only,19,0,0.5
D/F,0.8623853211009175,graph_only,19,0,0.5
D/G,0.022797927461139896,graph_only,19,0,0.5
E/F,0.30137121436322384,graph_only,19,0,0.5
E/G,0.007967017661151038,graph_only,19,0,0.5
F/G,0.1480249084945572,graph_only,19,0,0.5
A/B,0.9266174554928355,collapse_fixed,24,0,0.5
A/C,0.6456346294937637,collapse_fixed,24,0,0.5
A/D,0.9300978074444908,collapse_fixed,24,0,0.5
A/E,0.9361702127659575,collapse_fixed,24,0,0.5
A/F,0.9170191077276769,collapse_fixed,24,0,0.5
A/G,0.9322897144746995,collapse_fixed,24,0,0.5
B/C,0.6826178747361014,collapse_fixed,24,0,0.5
B/D,0.9833266639989329,collapse_fixed,24,0,0.5
B/E,0.9897959183673469,collapse_fixed,24,0,0.5
B/F,0.9686076265368533,collapse_fixed,24,0,0.5
B/G,0.9856931373585703,collapse_fixed,24,0,0.5
C/D,0.6851476222672978,collapse_fixed,24,0,0.5
C/E,0.6896551724137931,collapse_fixed,24,0,0.5
C/F,0.6753137192871455,collapse_fixed,24,0,0.5
C/G,0.6871538324102198,collapse_fixed,24,0,0.5
D/E,0.9934640522875817,collapse_fixed,24,0,0.5
D/F,0.9722172253203014,collapse_fixed,24,0,0.5
D/G,0.9893460665786177,collapse_fixed,24,0,0.5
E/F,0.9785932721712538,collapse_fixed,24,0,0.5
E/G,0.9958549222797928,collapse_fixed,24,0,0.5
F/G,0.9745400960212958,collapse_fixed,24,0,0.5
A/B,0.9170646982197134,collapse_fixed,39,0,0.5
A/C,0.7101980924431401,collapse_fixed,39,0,0.5
A/D,0.9300514532053956,collapse_fixed,39,0,0.5
A/E,0.9361702127659575,collapse_fixed,39,0,0.5
A/F,0.9275814952176459,collapse_fixed,39,0,0.5
A/G,0.9332598390475141,collapse_fixed,39,0,0.5
B/C,0.7431386347642506,collapse_fixed,39,0,0.5
B/D,0.9733226623982927,collapse_fixed,39,0,0.5
B/E,0.9795918367346939,collapse_fixed,39,0,0.5
B/F,0.9706047556637334,collapse_fixed,39,0,0.5
B/G,0.9765464735116844,collapse_fixed,39,0,0.5
C/D,0.7536623844940274,collapse_fixed,39,0,0.5
C/E,0.7586206896551724,collapse_fixed,39,0,0.5
C/F,0.7521881261204261,collapse_fixed,39,0,0.5
C/G,0.7564052170805788,collapse_fixed,39,0,0.5
D/E,0.9934640522875817,collapse_fixed,39,0,0.5
D/F,0.9843497031840259,collapse_fixed,39,0,0.5
D/G,0.9903755630058586,collapse_fixed,39,0,0.5
E/F,0.9908256880733946,collapse_fixed,39,0,0.5
E/G,0.9968911917098445,collapse_fixed,39,0,0.5
F/G,0.9877485699798767,collapse_fixed,39,0,0.5
A/B,0.0,combined,0,0,0.5
A/C,0.0,combined,0,0,0.5
A/D,0.0006489593473323136,combined,0,0,0.5
A/E,0.014184397163120567,combined,0,0,0.5
A/F,0.006202962673780554,combined,0,0,0.5
A/G,0.0,combined,0,0,0.5
B/C,0.0,combined,0,0,0.5
B/D,0.0,combined,0,0,0.5
B/E,0.0,combined,0,0,0.5
B/F,0.0,combined,0,0,0.5
B/G,0.0,combined,0,0,0.5
C/D,0.0,combined,0,0,0.5
C/E,0.0,combined,0,0,0.5
C/F,0.0,combined,0,0,0.5
C/G,0.0570662855100947,combined,0,0,0.5
D/E,0.0457516339869281,combined,0,0,0.5
D/F,0.11508864504007515,combined,0,0,0.5
D/G,0.012055945003217177,combined,0,0,0.5
E/F,0.012232415902140673,combined,0,0,0.5
E/G,0.0,combined,0,0,0.5
F/G,0.16978973554530905,combined,0,0,0.5
A/B,0.014184397163120567,combined,1,1,0.5
A/C,0.26999266324284665,combined,1,1,0.5
A/D,0.007277615537940945,combined,1,1,0.5
A/E,0.014146267063219706,combined,1,1,0.5
A/F,0.12460147049254994,combined,1,1,0.5
A/G,0.00317495314739279,combined,1,1,0.5
B/C,0.0,combined,1,1,0.5
B/D,0.026143790849673203,combined,1,1,0.5
B/E,0.9946236559139785,combined,1,1,0.5
B/F,0.0,combined,1,1,0.5
B/G,0.0,combined,1,1,0.5
C/D,0.0,combined,1,1,0.5
C/E,0.0,combined,1,1,0.5
C/F,0.04682062638405568,combined,1,1,0.5
C/G,0.06939431838484902,combined,1,1,0.5
D/E,0.03123901890505306,combined,1,1,0.5
D/F,0.6700845475805001,combined,1,1,0.5
D/G,0.018165193538555318,combined,1,1,0.5
E/F,0.003699319325244155,combined,1,1,0.5
E/G,0.00010028413839211098,combined,1,1,0.5
F/G,0.1982982364405571,combined,1,1,0.5
A/B,0.0,combined,2,2,0.5
A/C,0.007825874296894107,combined,2,2,0.5
A/D,0.005840634125990822,combined,2,2,0.5
A/E,0.004956912987112027,combined,2,2,0.5
A/F,0.015008567028867634,combined,2,2,0.5
A/G,0.0029397714327711023,combined,2,2,0.5
B/C,0.0,combined,2,2,0.5
B/D,0.0,combined,2,2,0.5
B/E,0.2956989247311828,combined,2,2,0.5
B/F,0.0,combined,2,2,0.5
B/G,0.0,combined,2,2,0.5
C/D,0.0,combined,2,2,0.5
C/E,0.0,combined,2,2,0.5
C/F,0.002530844669408415,combined,2,2,0.5
C/G,0.028586742897981063,combined,2,2,0.5
D/E,0.5765338393421885,combined,2,2,0.5
D/F,0.17215326497571506,combined,2,2,0.5
D/G,0.05284974093264249,combined,2,2,0.5
E/F,0.005244812732235047,combined,2,2,0.5
E/G,0.0016101175552955596,combined,2,2,0.5
F/G,0.2931057977214749,combined,2,2,0.5
A/B,0.014184397163120567,combined,3,3,0.5
A/C,0.0,combined,3,3,0.5
A/D,0.9598108747044918,combined,3,3,0.5
A/E,0.014184397163120567,combined,3,3,0.5
A/F,0.502873750189776,combined,3,3,0.5
A/G,0.0,combined,3,3,0.5
B/C,0.0,combined,3,3,0.5
B/D,0.0196078431372549,combined,3,3,0.5
B/E,1.0,combined,3,3,0.5
B/F,0.0,combined,3,3,0.5
B/G,0.0,combined,3,3,0.5
C/D,0.0,combined,3,3,0.5
C/E,0.0,combined,3,3,0.5
C/F,0.16555942212380048,combined,3,3,0.5
C/G,0.34447025192067177,combined,3,3,0.5
D/E,0.0196078431372549,combined,3,3,0.5
D/F,0.5036877136175572,combined,3,3,0.5
D/G,0.0,combined,3,3,0.5
E/F,0.0,combined,3,3,0.5
E/G,0.0,combined,3,3,0.5
F/G,0.47962478807180997,combined,3,3,0.5
A/B,0.014184397163120567,combined,4,4,0.5
A/C,0.031792614331132306,combined,4,4,0.5
A/D,0.9311176007045844,combined,4,4,0.5
A/E,0.014184397163120567,combined,4,4,0.5
A/F,0.46489687032337823,combined,4,4,0.5
A/G,8.08437144012053e-05,combined,4,4,0.5
B/C,0.0,combined,4,4,0.5
B/D,0.013071895424836602,combined,4,4,0.5
B/E,1.0,combined,4,4,0.5
B/F,0.0,combined,4,4,0.5
B/G,0.0,combined,4,4,0.5
C/D,0.0,combined,4,4,0.5
C/E,0.0,combined,4,4,0.5
C/F,0.027839291363492565,combined,4,4,0.5
C/G,0.036233696623190995,combined,4,4,0.5
D/E,0.013071895424836602,combined,4,4,0.5
D/F,0.48591873038715994,combined,4,4,0.5
D/G,0.0,combined,4,4,0.5
E/F,0.0,combined,4,4,0.5
E/G,0.0,combined,4,4,0.5
F/G,0.4873001536974537,combined,4,4,0.5
A/B,0.0,combined,5,5,0.5
A/C,0.26999266324284665,combined,5,5,0.5
A/D,0.013071895424836602,combined,5,5,0.5
A/E,0.01052390757263784,combined,5,5,0.5
A/F,0.015008567028867634,combined,5,5,0.5
A/G,0.0010142211443060303,combined,5,5,0.5
B/C,0.0,combined,5,5,0.5
B/D,0.0,combined,5,5,0.5
B/E,0.6236559139784946,combined,5,5,0.5
B/F,0.0,combined,5,5,0.5
B/G,0.0,combined,5,5,0.5
C/D,0.0,combined,5,5,0.5
C/E,0.0014831294030404152,combined,5,5,0.5
C/F,0.00674891911842244,combined,5,5,0.5
C/G,0.0329104877613007,combined,5,5,0.5
D/E,0.34187223276407336,combined,5,5,0.5
D/F,0.07405408646639083,combined,5,5,0.5
D/G,0.004145077720207254,combined,5,5,0.5
E/F,0.0012166650225247442,combined,5,5,0.5
E/G,5.571341021783943e-06,combined,5,5,0.5
F/G,0.1174565448178606,combined,5,5,0.5
A/B,0.00636850484874801,combined,6,6,0.5
A/C,0.0019564685742235266,combined,6,6,0.5
A/D,0.006582301951513466,combined,6,6,0.5
A/E,0.019370090749637765,combined,6,6,0.5
A/F,0.11104604506907845,combined,6,6,0.5
A/G,0.0010289200014698856,combined,6,6,0.5
B/C,0.0,combined,6,6,0.5
B/D,0.0058690142723756165,combined,6,6,0.5
B/E,0.4465657230634189,combined,6,6,0.5
B/F,0.009611183923110528,combined,6,6,0.5
B/G,0.0,combined,6,6,0.5
C/D,0.0,combined,6,6,0.5
C/E,0.0,combined,6,6,0.5
C/F,0.000843614889802805,combined,6,6,0.5
C/G,0.06753618009648026,combined,6,6,0.5
D/E,0.013036755921006395,combined,6,6,0.5
D/F,0.8375007495352881,combined,6,6,0.5
D/G,0.02540553354329642,combined,6,6,0.5
E/F,0.021899970405445397,combined,6,6,0.5
E/G,5.571341021783943e-06,combined,6,6,0.5
F/G,0.034098651582133065,combined,6,6,0.5
A/B,0.0,combined,7,7,0.5
A/C,0.025434091464905845,combined,7,7,0.5
A/D,0.02127659574468085,combined,7,7,0.5
A/E,0.00022878059940517045,combined,7,7,0.5
A/F,0.019259548441668294,combined,7,7,0.5
A/G,0.0006981957152831367,combined,7,7,0.5
B/C,0.0,combined,7,7,0.5
B/D,0.0,combined,7,7,0.5
B/E,0.08602150537634409,combined,7,7,0.5
B/F,0.0,combined,7,7,0.5
B/G,0.0,combined,7,7,0.5
C/D,0.0,combined,7,7,0.5
C/E,0.0,combined,7,7,0.5
C/F,0.006643467257197089,combined,7,7,0.5
C/G,0.03115954975879936,combined,7,7,0.5
D/E,0.010752688172043012,combined,7,7,0.5
D/F,0.4617737003058104,combined,7,7,0.5
D/G,0.0,combined,7,7,0.5
E/F,0.004965308605438821,combined,7,7,0.5
E/G,0.0,combined,7,7,0.5
F/G,0.07872795550696392,combined,7,7,0.5
A/B,7.236937328122738e-05,combined,8,8,0.5
A/C,0.0,combined,8,8,0.5
A/D,0.013998980206739906,combined,8,8,0.5
A/E,0.012354152367879203,combined,8,8,0.5
A/F,0.01622313314681068,combined,8,8,0.5
A/G,0.00020578400029397714,combined,8,8,0.5
B/C,0.0,combined,8,8,0.5
B/D,0.0002667733760170735,combined,8,8,0.5
B/E,0.010094360324775072,combined,8,8,0.5
B/F,0.0,combined,8,8,0.5
B/G,0.0,combined,8,8,0.5
C/D,0.0,combined,8,8,0.5
C/E,0.0,combined,8,8,0.5
C/F,0.01877043129811241,combined,8,8,0.5
C/G,0.0587100232267286,combined,8,8,0.5
D/E,0.031098460889732237,combined,8,8,0.5
D/F,0.4973516419819712,combined,8,8,0.5
D/G,0.014128483863320803,combined,8,8,0.5
E/F,0.0027950412679622503,combined,8,8,0.5
E/G,7.799877430497521e-05,combined,8,8,0.5
F/G,0.4236630698293483,combined,8,8,0.5
A/B,0.0,combined,9,9,0.5
A/C,0.030569821472242603,combined,9,9,0.5
A/D,0.00723126129884578,combined,9,9,0.5
A/E,0.012887973766491269,combined,9,9,0.5
A/F,0.021450105190101286,combined,9,9,0.5
A/G,0.00030132657185903797,combined,9,9,0.5
B/C,0.0,combined,9,9,0.5
B/D,0.0,combined,9,9,0.5
B/E,0.0913978494623656,combined,9,9,0.5
B/F,0.0,combined,9,9,0.5
B/G,0.0,combined,9,9,0.5
C/D,0.0,combined,9,9,0.5
C/E,0.0,combined,9,9,0.5
C/F,0.006538015395971739,combined,9,9,0.5
C/G,0.06721457923887797,combined,9,9,0.5
D/E,0.0178157284419144,combined,9,9,0.5
D/F,0.9414163218804341,combined,9,9,0.5
D/G,0.0365742151782993,combined,9,9,0.5
E/F,0.0,combined,9,9,0.5
E/G,0.0,combined,9,9,0.5
F/G,0.05347403780640459,combined,9,9,0.5
A/B,0.0,combined,10,10,0.5
A/C,0.0,combined,10,10,0.5
A/D,0.007602095211607101,combined,10,10,0.5
A/E,0.012316022267978342,combined,10,10,0.5
A/F,0.01058407617064654,combined,10,10,0.5
A/G,4.409657149156653e-05,combined,10,10,0.5
B/C,0.0,combined,10,10,0.5
B/D,0.0,combined,10,10,0.5
B/E,0.0,combined,10,10,0.5
B/F,0.0,combined,10,10,0.5
B/G,0.0,combined,10,10,0.5
C/D,0.0,combined,10,10,0.5
C/E,0.0,combined,10,10,0.5
C/F,0.028788358114520723,combined,10,10,0.5
C/G,0.038377702340539575,combined,10,10,0.5
D/E,0.019783540656405932,combined,10,10,0.5
D/F,0.1319781735324099,combined,10,10,0.5
D/G,0.0002235090927562735,combined,10,10,0.5
E/F,0.0026141856565058694,combined,10,10,0.5
E/G,1.671402306535183e-05,combined,10,10,0.5
F/G,0.34127806563039725,combined,10,10,0.5
A/B,0.014184397163120567,combined,11,11,0.5
A/C,0.26803619466862316,combined,11,11,0.5
A/D,0.00723126129884578,combined,11,11,0.5
A/E,0.019217570350034317,combined,11,11,0.5
A/F,0.044201531220855836,combined,11,11,0.5
A/G,0.0010068717157241025,combined,11,11,0.5
B/C,0.0,combined,11,11,0.5
B/D,0.0196078431372549,combined,11,11,0.5
B/E,0.978494623655914,combined,11,11,0.5
B/F,0.0061162079510703364,combined,11,11,0.5
B/G,0.0,combined,11,11,0.5
C/D,0.0,combined,11,11,0.5
C/E,0.0014831294030404152,combined,11,11,0.5
C/F,0.03237372139618264,combined,11,11,0.5
C/G,0.03469715919242451,combined,11,11,0.5
D/E,0.034998945814885093,combined,11,11,0.5
D/F,0.34190801702944174,combined,11,11,0.5
D/G,0.0,combined,11,11,0.5
E/F,0.011837821840781295,combined,11,11,0.5
E/G,5.571341021783943e-06,combined,11,11,0.5
