municipality,month,Total,level_z,Food,Health,Catering,Marketplace,Transport,Other,profile,admin_form
Домбаровский муниципальный район,2024-12-01,22352,-1.1579576165503156,0.44582140300644235,0.03176449534717251,0.009439871152469578,0.2211882605583393,0.03221188260558339,0.2595740873299929,G,municipal_raion
Дорогобужский муниципальный район,2024-12-01,36772,0.3468709769884991,0.4442238659849886,0.04051996083976939,0.021701294463178505,0.21679538779506147,0.027656912868486892,0.2491025780485151,G,municipal_raion
Дрожжановский муниципальный район,2024-12-01,19973,-1.4981302574328532,0.4528112952485856,0.04430981825464377,0.013868722775747258,0.18825414309317579,0.06303509738146498,0.2377209232463826,G,municipal_raion
Дубовский муниципальный район,2024-12-01,27633,-0.5168304703626964,0.4421163102088083,0.0478051604965078,0.019650417978503962,0.2503890276119133,0.040458871638982374,0.1995802120652843,G,municipal_raion
Дуванский муниципальный район,2024-12-01,30039,-0.2644668926781602,0.38386763873630947,0.04277772229435068,0.024468191351243385,0.17161024002130565,0.06118712340623856,0.31608908419055226,G,municipal_raion
Дульдургинский муниципальный район,2024-12-01,29783,-0.29033863082989747,0.4726521841318873,0.037907531141926604,0.01557935735150925,0.12651512607863546,0.08605580364637545,0.2612899976496659,F,municipal_raion
Думиничский муниципальный район,2024-12-01,28656,-0.406944096642242,0.4380234505862647,0.040096314907872695,0.007537688442211055,0.2449748743718593,0.04288805136795087,0.2264796203238415,G,municipal_raion
Духовницкий муниципальный район,2024-12-01,24290,-0.9066123891069596,0.48793742280773983,0.04849732400164677,0.02251955537258131,0.21193906957595718,0.043433511733223545,0.18567311650885132,G,municipal_raion
Духовщинский муниципальный район,2024-12-01,31485,-0.12234936795028545,0.4317611561060823,0.03496903287279657,0.007781483245990154,0.24491027473400032,0.03944735588375417,0.24113069715737656,G,municipal_raion
Дюртюлинский муниципальный район,2024-12-01,31207,-0.1491582952388042,0.38231806966385745,0.046592110744384276,0.039382189893293174,0.15060723555612524,0.058127984106130036,0.3229724100362098,F,municipal_raion
Егорьевский муниципальный район,2024-12-01,22750,-1.1046066288607175,0.3882197802197802,0.03626373626373627,0.02123076923076923,0.23643956043956044,0.03586813186813187,0.281978021978022,G,municipal_raion
Екатериновский муниципальный район,2024-12-01,26972,-0.5900175101526579,0.4311508230757823,0.04615897968263384,0.006488209995550942,0.22538187750259528,0.05057096247960848,0.24024914726382918,G,municipal_raion
Елабужский муниципальный район,2024-12-01,38854,0.5133514377347651,0.3679672620579606,0.04547794306892469,0.05525814587944613,0.17066453904359913,0.06941370257888506,0.29121840737118443,D,municipal_raion
Еланский муниципальный район,2024-12-01,29057,-0.36493710013581654,0.40516915029080774,0.05028048318821626,0.014075782083491068,0.2304780259489968,0.06225694324947517,0.23773961523901288,G,municipal_raion
Елизовский муниципальный район,2024-12-01,66752,2.1492268584069323,0.389007070949185,0.03650826941514861,0.053136984659635664,0.09240172579098753,0.0658257430488974,0.3631202061361457,A,municipal_raion
Елховский муниципальный район,2024-12-01,25434,-0.7674952843843517,0.43272784461744124,0.03849178265314147,0.005779665015333805,0.26267987732955883,0.04478257450656602,0.21553825587795872,G,municipal_raion
Ельниковский муниципальный район,2024-12-01,24275,-0.9084796792254399,0.44444902162718847,0.04881565396498455,0.009392378990731205,0.2083213182286303,0.03946446961894954,0.2495571575695159,G,municipal_raion
Ельнинский муниципальный район,2024-12-01,32257,-0.04912480814261084,0.44136156493164275,0.03648820411073565,0.014012462411259571,0.24431906252906346,0.04281241280962272,0.22100629320767584,G,municipal_raion
Ельцовский муниципальный район,2024-12-01,25422,-0.7689218211690505,0.4794666037290536,0.04346628904098812,0.028636613956415702,0.22657540712768467,0.04531508142553694,0.17654000472032094,G,municipal_raion
Еманжелинский муниципальный район,2024-12-01,30902,-0.17884709993284578,0.414892239984467,0.04061225810627144,0.01737751601838069,0.19840139796776907,0.026535499320432334,0.30218108860267945,G,municipal_raion
Емельяновский муниципальный район,2024-12-01,43594,0.8613050085141921,0.3936321512134697,0.04186355920539524,0.03833096297655641,0.16759187044088636,0.07292287929531586,0.28565857686837637,D,municipal_raion
Енисейский муниципальный район,2024-12-01,35782,0.2643727322403258,0.46112570566206473,0.03431893130624336,0.009809401374993013,0.18682577832429714,0.03403946118159969,0.27388072215080206,G,municipal_raion
Енотаевский муниципальный район,2024-12-01,25441,-0.7666634487138538,0.4383475492315554,0.04300145434534806,0.01265673519122676,0.25203411815573284,0.05208128611296726,0.20187885696316965,G,municipal_raion
Ермаковский муниципальный район,2024-12-01,32816,0.0028108430214561072,0.435580204778157,0.03403827401267674,0.015388834714773281,0.22272671867381766,0.054058995611896636,0.2382069722086787,G,municipal_raion
Ермекеевский муниципальный район,2024-12-01,22561,-1.1298242778311232,0.43154115509064317,0.055183724125703645,0.023358893666060903,0.19573600460972473,0.05181507911883339,0.24236514338903414,G,municipal_raion
Ермишинский муниципальный район,2024-12-01,25159,-0.8003570170074561,0.45355538773401166,0.051949600540562024,0.018482451607774553,0.22759251162605826,0.04125760165348384,0.2071624468381097,G,municipal_raion
Ершичский муниципальный район,2024-12-01,27731,-0.5061290114477349,0.4834661570084022,0.044679239839890375,0.0051206231293498255,0.22588438931160074,0.041145288666113736,0.19970430204464318,G,municipal_raion
Ершовский муниципальный район,2024-12-01,25341,-0.7785685934421118,0.4278836667850519,0.04838009549741525,0.0153900793181011,0.2204332899254173,0.055759441221735526,0.23215342725227894,G,municipal_raion
Еткульский муниципальный район,2024-12-01,31211,-0.14877086451115282,0.4321553298516549,0.04017814232161738,0.013777193938034667,0.21726314440421646,0.03610906411201179,0.26051712537246485,G,municipal_raion
Жердевский муниципальный округ,2024-12-01,27841,-0.49416212570512297,0.44010631802018607,0.044825976078445455,0.012679142272188498,0.23817391616680436,0.05136309758988542,0.2128515498724901,G,municipal_okrug
Жигаловский муниципальный район,2024-12-01,36263,0.30473649107990736,0.4256404599729752,0.040013236632380114,0.033477649394699834,0.18630560075007582,0.06579709345613986,0.24876595979372917,F,municipal_raion
Жиздринский муниципальный район,2024-12-01,33377,0.054050370307614136,0.457320909608413,0.03993768163705546,0.010366419989813344,0.2440602810318483,0.04230458099889145,0.20601012673397845,G,municipal_raion
Жирновский муниципальный район,2024-12-01,28846,-0.3869677460999693,0.41367953962421133,0.041496221313180336,0.020002773348124524,0.24121195313041668,0.04759758718713167,0.2360119253969355,G,municipal_raion
Жуковский муниципальный район,2024-12-01,35541,0.24394439530117598,0.39759714132973184,0.03978503699952168,0.025069637883008356,0.2433246110126333,0.044399426015024904,0.2498241467600799,G,municipal_raion
Забайкальский муниципальный район,2024-12-01,42782,0.8044695125638244,0.4021083633303726,0.031835818802300034,0.027745313449581598,0.16506942171941472,0.05623860502080314,0.317002477677528,D,municipal_raion
Завитинский муниципальный округ,2024-12-01,30998,-0.16947094335232457,0.457868249564488,0.042002709852248535,0.014678366346215884,0.12358861862055616,0.03722820827150139,0.32463384734499,F,municipal_okrug
Заволжский муниципальный район,2024-12-01,31079,-0.16158237007707743,0.4240805688728724,0.03960873901991699,0.018308182373950255,0.22767785321278033,0.04498214228257023,0.24534251423790976,G,municipal_raion
Завьяловский муниципальный район,2024-12-01,25874,-0.7156484605728387,0.44705109376207774,0.04564427610728917,0.008850583597433717,0.18466414160933756,0.0502434876710211,0.2635464172528408,G,municipal_raion
Задонский муниципальный район,2024-12-01,29636,-0.3052953659142135,0.4294776623026049,0.0405587798623296,0.01140504791469834,0.25107976784991226,0.04589013362127143,0.2215886084491835,G,municipal_raion
Заинский муниципальный район,2024-12-01,30496,-0.21882519150281116,0.42415398740818466,0.04413693599160546,0.03488982161594963,0.18930351521511019,0.052137985309548794,0.2553777544596013,F,municipal_raion
Заларинский муниципальный район,2024-12-01,32192,-0.05522215975437985,0.4389289264413519,0.03385934393638171,0.011959493041749503,0.19128976143141152,0.06656933399602386,0.25739314115308154,G,municipal_raion
Залегощенский муниципальный район,2024-12-01,24894,-0.8323654002524418,0.48802924399453684,0.038322487346348515,0.010042580541495942,0.21467020165501727,0.03306017514260464,0.21587531131999682,G,municipal_raion
Залесовский муниципальный округ,2024-12-01,23324,-1.0292845385899578,0.49524095352426684,0.04188818384496656,0.007888869833647744,0.1894614988852684,0.03914422912021952,0.22637626479163087,G,municipal_okrug
Заокский муниципальный район,2024-12-01,43655,0.8655318247499169,0.40034360325277746,0.04237773450922002,0.025655709540716984,0.23019127247737944,0.050326423090138586,0.2511052571297675,F,municipal_raion
Захаровский муниципальный район,2024-12-01,24441,-0.8878789750224994,0.514872550222986,0.039319176793093574,0.012888179698048362,0.24237960803567776,0.02720837936254654,0.1633321058876479,G,municipal_raion
Звениговский муниципальный район,2024-12-01,27771,-0.5017719332681689,0.4296568362680494,0.04267041158042562,0.020020885095963416,0.20622231824565193,0.04648734291167045,0.25494220589823924,G,municipal_raion
Звериноголовский муниципальный округ,2024-12-01,22909,-1.0835535118872401,0.4781090401152385,0.03832554891090838,0.004888908289318608,0.1857348640272382,0.044131127504474225,0.24881051115282204,G,municipal_okrug
Здвинский муниципальный район,2024-12-01,25484,-0.761558616875252,0.5019227750745566,0.04567571809762989,0.012321456600219745,0.20177366190550933,0.055917438392717,0.18238894992936738,G,municipal_raion
Зейский муниципальный округ,2024-12-01,45655,1.0009404843166925,0.3860475303909758,0.03267988172160771,0.03513306319132625,0.11019603548351768,0.04084985215200964,0.395093637060563,A,municipal_okrug
Зеленодольский муниципальный район,2024-12-01,38613,0.4945433074238795,0.3766348121099112,0.044415093362339106,0.04923212389609717,0.17926605029394246,0.06176676248931707,0.288685157848393,D,municipal_raion
Зеленчукский муниципальный район,2024-12-01,28232,-0.45200471551561805,0.3136157551714367,0.05136015868517994,0.01972938509492774,0.2723859450269198,0.06127798243128365,0.2816307735902521,C,municipal_raion
Земетчинский муниципальный район,2024-12-01,26371,-0.6581351091785316,0.42505024458685675,0.04777975806757423,0.00663607750938531,0.23340032611580902,0.053998710704941034,0.23313488301543372,G,municipal_raion
Зианчуринский муниципальный район,2024-12-01,25374,-0.7746347099768267,0.4078190273508316,0.042405612043824384,0.01856230787420194,0.16067628280917476,0.06936233940253803,0.3011744305194294,G,municipal_raion
Зилаирский муниципальный район,2024-12-01,26873,-0.6011331437265514,0.4189707140996539,0.045956908421091805,0.019759610017489673,0.19614482938265174,0.07438693112045548,0.24478100695865745,G,municipal_raion
Зиминский муниципальный район,2024-12-01,31073,-0.16216600337609768,0.49132687542239245,0.030186979049335434,0.01364528690503009,0.16425835934734334,0.058507385833360154,0.24207511344253851,G,municipal_raion
Змеиногорский муниципальный район,2024-12-01,27892,-0.48862987572915684,0.49268607486017496,0.042592858167216405,0.02445145561451312,0.1744586261293561,0.039939767675319086,0.22587121755342032,G,municipal_raion
Знаменский муниципальный округ,2024-12-01,28383,-0.43588006224956466,0.43096219568051297,0.03833280484797238,0.009688898284184195,0.26519395412747065,0.03579607511538597,0.22002607194447388,G,municipal_okrug
Зональный муниципальный район,2024-12-01,21950,-1.212817964745662,0.4953530751708428,0.04045558086560364,0.014305239179954441,0.21968109339407746,0.024920273348519362,0.20528473804100233,G,municipal_raion
Зубово-Полянский муниципальный район,2024-12-01,29031,-0.3676431193276006,0.43422548310426784,0.042368502635114186,0.014329509834315043,0.2362302366435879,0.05652578278392063,0.21632048499879442,G,municipal_raion
Зуевский муниципальный район,2024-12-01,24430,-0.8892397470901454,0.5112566516577978,0.03986901350798199,0.009087187883749489,0.17425296766270978,0.030904625460499387,0.23462955382726147,G,municipal_raion
Зырянский муниципальный район,2024-12-01,26162,-0.6821876130875919,0.5065361975384145,0.038414494304716766,0.007377111841602324,0.22173381239966364,0.037076676095099764,0.18886170782050304,G,municipal_raion
Ибресинский муниципальный округ,2024-12-01,20367,-1.4390805082342215,0.4267687926547847,0.05091569696076987,0.021358079245838858,0.21520106053910737,0.056169293464918744,0.2295870771345805,G,municipal_okrug
Ивановский муниципальный округ,2024-12-01,38447,0.48151992857549386,0.426275131999896,0.03919681639659792,0.02075584570967826,0.12469113324836788,0.05480271542643119,0.33427835721902877,F,municipal_okrug
Ивановский муниципальный район,2024-12-01,43086,0.8258731689220238,0.33546859768834425,0.039943369075801885,0.03940955298704916,0.2034535580002785,0.05858051339182101,0.32314440885670515,D,municipal_raion
Ивантеевский муниципальный район,2024-12-01,26625,-0.6291591467523305,0.45224413145539905,0.049389671361502345,0.005784037558685446,0.24627230046948356,0.04454460093896714,0.20176525821596247,G,municipal_raion
Иглинский муниципальный район,2024-12-01,34248,0.13192191917618418,0.41400957720158843,0.038425601494977805,0.03267344078486335,0.1816456435412287,0.06543447792571828,0.2678112590516234,F,municipal_raion
Идринский муниципальный район,2024-12-01,26339,-0.6618054038621041,0.4503967500664414,0.03910550894111394,0.009415695356695395,0.22115494134173658,0.062454914765177116,0.21747218952883562,G,municipal_raion
Ижемский муниципальный район,2024-12-01,35160,0.21136466068516455,0.4668088737201365,0.028128555176336747,0.013538111490329921,0.19459613196814562,0.050369738339021614,0.24655858930602959,G,municipal_raion
Ижморский муниципальный округ,2024-12-01,30146,-0.2537185899589454,0.494194918065415,0.04103363630332382,0.015524447687918795,0.1979035361241956,0.04551184236714655,0.20583161945200024,G,municipal_okrug
Измалковский муниципальный район,2024-12-01,26595,-0.6325670742730181,0.4544839255499154,0.04553487497649934,0.007595412671554803,0.2345929686031209,0.04286520022560632,0.21492761797330318,G,municipal_raion
Износковский муниципальный район,2024-12-01,30520,-0.21644719369509816,0.4762778505897772,0.03397771952817824,0.006290956749672346,0.29302096985583226,0.050688073394495416,0.1397444298820445,G,municipal_raion
Изобильненский муниципальный округ,2024-12-01,34506,0.15460842932703336,0.4094650205761317,0.050136208195676116,0.024604416623195968,0.21877354662957166,0.0536138642554918,0.24340694371993288,F,municipal_okrug
Икрянинский муниципальный район,2024-12-01,24664,-0.8604236839451646,0.4270596821277976,0.03551735322737593,0.008636068764190723,0.28357119688614985,0.03093577684073954,0.21427992215374636,G,municipal_raion
Иланский муниципальный район,2024-12-01,29815,-0.28709252814868874,0.46037229582424954,0.03558611437196042,0.01298004360221365,0.19023981217507965,0.03904075129968137,0.2617809827268154,G,municipal_raion
Илекский муниципальный район,2024-12-01,23229,-1.041621847925282,0.4502130956993413,0.03250247535408326,0.010977657238796332,0.20538981445606785,0.04860303930431788,0.25231391794739333,G,municipal_raion
Илишевский муниципальный район,2024-12-01,23313,-1.0307104942009107,0.4214815768026423,0.049200017157808945,0.02286278042293999,0.1614978767211427,0.05966628061596534,0.2852914682795007,G,municipal_raion
Иловлинский муниципальный район,2024-12-01,27282,-0.5554730367758988,0.4195073674950517,0.03932996114654351,0.022029176746572832,0.23367055201231582,0.0427021479363683,0.24276079466314782,G,municipal_raion
Ильинский муниципальный район,2024-12-01,22990,-1.0728844516974678,0.44119182253153544,0.03423227490213136,0.004132231404958678,0.28408003479773813,0.03384080034797738,0.2025228360156589,G,municipal_raion
Инжавинский муниципальный округ,2024-12-01,25605,-0.7472399462347423,0.4278070689318492,0.044132005467682096,0.008474907244678774,0.2683460261667643,0.04694395625854325,0.2042960359304824,G,municipal_okrug
Инзенский муниципальный район,2024-12-01,26754,-0.6145486816428931,0.4834417283396875,0.04735740450026164,0.017978620019436346,0.19955894445690364,0.04589967855273978,0.20576362413097093,G,municipal_raion
Инсарский муниципальный район,2024-12-01,26084,-0.6912134150110838,0.4560650207023463,0.04711700659408066,0.011156264376629352,0.222933599141236,0.04581352553289373,0.21691458365281402,G,municipal_raion
Ипатовский муниципальный округ,2024-12-01,30305,-0.23781707304532712,0.37442666226695265,0.04731892426992246,0.018148820326678767,0.22715723477973931,0.049397789143705656,0.28355056921300115,G,municipal_okrug
Ирафский муниципальный район,2024-12-01,25099,-0.8075745732017579,0.3311685724530858,0.07259253356707439,0.01761026335710586,0.2466233714490617,0.07036136897884378,0.26164389019482837,C,municipal_raion
Ирбейский муниципальный район,2024-12-01,28923,-0.3789095088127649,0.42250112367320125,0.040383086125229055,0.007710126888635342,0.22431974553123812,0.06299484839055423,0.242091069391142,G,municipal_raion
Иркутский муниципальный район,2024-12-01,47561,1.1245741902724655,0.3475746935514392,0.045394335695212465,0.054687664262736274,0.15184710161687096,0.0796871386219802,0.32080906625176087,D,municipal_raion
Исаклинский муниципальный район,2024-12-01,25447,-0.7659506288573767,0.4795850198451684,0.03839352379455339,0.008684717255472157,0.2236412936691948,0.04314850473533226,0.206546940700279,G,municipal_raion
Исетский муниципальный район,2024-12-01,29805,-0.28810656082866665,0.42969300452944137,0.03553095118268747,0.014762623720852207,0.1809092434155343,0.049622546552591844,0.28948163059889287,G,municipal_raion
Исилькульский муниципальный район,2024-12-01,27276,-0.556137906764435,0.4094442000293298,0.03926528816542015,0.010815368822407977,0.20651855110720047,0.04454465464144303,0.28941193723419856,G,municipal_raion
Искитимский муниципальный район,2024-12-01,30977,-0.1715194939496252,0.4360977499435065,0.04464602769796946,0.031216709171320658,0.19098040481647674,0.04128869806630726,0.2557704103044194,F,municipal_raion
Иссинский муниципальный район,2024-12-01,25133,-0.8034825090602439,0.3968487645724744,0.06616798631281581,0.009668563243544344,0.2483985198742689,0.040783034257748776,0.23813313173914774,G,municipal_raion
Ичалковский муниципальный район,2024-12-01,26220,-0.675493546717131,0.4712814645308924,0.048893974065598776,0.002974828375286041,0.22337909992372235,0.042753623188405795,0.21071700991609466,G,municipal_raion
Ишимбайский муниципальный район,2024-12-01,36757,0.3456376548573868,0.36452920532143535,0.04573278559186005,0.04276736403950268,0.14835269472481433,0.05280626819381342,0.34581168212857427,F,municipal_raion
Ишимский муниципальный район,2024-12-01,33899,0.1009601049052536,0.4283312192100062,0.0389392017463642,0.020561078497890795,0.17038850703560576,0.05554736127909378,0.28623263223103934,F,municipal_raion
Каа-Хемский муниципальный район,2024-12-01,29551,-0.3139777064569307,0.42915637372677745,0.02598896822442557,0.029677506683360968,0.2008730669012893,0.0660214544347061,0.24828263002944062,F,municipal_raion
Кавалеровский муниципальный округ,2024-12-01,38118,0.45554154031548105,0.4312398341990661,0.043339104884831316,0.02563093551602917,0.13429350962799727,0.062332756178183533,0.3031638595938926,F,municipal_okrug
Кадомский муниципальный район,2024-12-01,26751,-0.6148876590910366,0.4586744420769317,0.04381144630107286,0.00444843183432395,0.28062502336361256,0.03297073006616575,0.17946992635789305,G,municipal_raion
Кадошкинский муниципальный район,2024-12-01,26858,-0.6028209020797568,0.4145878323032244,0.04736019063221387,0.008153995085263236,0.181212301735051,0.0497430933055328,0.29894258693871467,G,municipal_raion
Кадуйский муниципальный округ,2024-12-01,31256,-0.14441568702188826,0.4725172766828769,0.028570514461223447,0.014525211159457384,0.1857243409265421,0.03445738418223701,0.26420527258766313,G,municipal_okrug
Кадыйский муниципальный район,2024-12-01,24654,-0.8616495371558004,0.5228766123144317,0.043725156161272004,0.004218382412590249,0.2345258375922771,0.04672669749330737,0.14792731402612158,G,municipal_raion
Казанский муниципальный район,2024-12-01,29402,-0.3292577714667164,0.44173865723420175,0.03615400312903884,0.006666213182776682,0.22597102237942998,0.0526834909189851,0.2367866131555677,G,municipal_raion
Казачинский муниципальный район,2024-12-01,28260,-0.4490082103159469,0.5363411181882519,0.044550601556970985,0.02356687898089172,0.21266808209483368,0.04260438782731776,0.1402689313517339,G,municipal_raion
Казачинско-Ленский муниципальный район,2024-12-01,45060,0.9612863924875876,0.39196626719928984,0.035352862849533956,0.01549045716822015,0.2250554815801154,0.04391921881935198,0.28821571238348853,G,municipal_raion
Кайбицкий муниципальный район,2024-12-01,20072,-1.483184026075186,0.4255181347150259,0.04020526106018334,0.013850139497807891,0.19709047429254684,0.04708051016341172,0.2762554802710242,G,municipal_raion
Каларский муниципальный округ,2024-12-01,46243,1.039623570215018,0.35488614493004345,0.03492420474450187,0.05535973012131566,0.16024046882771448,0.0387734359794996,0.355816015396925,A,municipal_okrug
Калачевский муниципальный район,2024-12-01,33409,0.05694710351230154,0.41590589362147923,0.04537699422311353,0.023257206142057528,0.21425364422760335,0.052500823131491514,0.24870543865425487,F,municipal_raion
Калачинский муниципальный район,2024-12-01,27377,-0.5449653702881788,0.4377762355261716,0.04343061694122804,0.014939547795594843,0.18274463966102933,0.039339591628008916,0.2817693684479673,G,municipal_raion
Калганский муниципальный округ,2024-12-01,36195,0.2990627878335649,0.491725376433209,0.03586130681033292,0.01229451581710181,0.13424506147257909,0.07650227932034812,0.24937146014642897,F,municipal_okrug
Калевальский муниципальный район,2024-12-01,43152,0.8305000598688539,0.4679041527623285,0.03147015202076381,0.01471542454579162,0.2436040044493882,0.058259176863181314,0.18404708935854652,micro,municipal_raion
Калининский муниципальный район,2024-12-01,26589,-0.633249121069835,0.4557147692654857,0.04671104592124563,0.01290007145812178,0.21208018353454436,0.04964458986799052,0.222949339952612,G,municipal_raion
Калманский муниципальный район,2024-12-01,24465,-0.884912142355751,0.48113631718781935,0.036215001021867976,0.018311874105865523,0.22219497240956468,0.03302677294093603,0.2091150623339464,G,municipal_raion
Калтасинский муниципальный район,2024-12-01,23484,-1.0086190580642103,0.4346789303355476,0.04513711463123829,0.017160619996593424,0.1918753193663771,0.03764265031510816,0.2735053653551355,G,municipal_raion
Камешкирский муниципальный район,2024-12-01,22026,-1.2023697468808878,0.4739398892218287,0.052211023336057386,0.005720512122037592,0.21801507309543267,0.048397348588032324,0.20171615363661122,G,municipal_raion
Камешковский муниципальный район,2024-12-01,31971,-0.07604563681000064,0.43048387601263643,0.03875387069531763,0.013918863970473242,0.2077820524850646,0.029933377123017735,0.27912795971349036,G,municipal_raion
Камско-Устьинский муниципальный район,2024-12-01,24243,-0.9124670908470173,0.45683290021861983,0.03955781050200058,0.00721857855875923,0.21672235284411995,0.048343851833518955,0.2313245060429815,G,municipal_raion
Камызякский муниципальный район,2024-12-01,23155,-1.0512669717908696,0.4312675448067372,0.039473115957676524,0.010537680846469446,0.24564888792917297,0.04180522565320665,0.23126754480673728,G,municipal_raion
Камышлинский муниципальный район,2024-12-01,25476,-0.7625077005221922,0.39806092008164545,0.045219029674988226,0.023747841105354058,0.20898100172711573,0.04867326110849427,0.27531794630240236,G,municipal_raion
Камышловский муниципальный район,2024-12-01,42897,0.812584122180725,0.37009581089586685,0.030281837890761592,0.03548033662027648,0.20190223092523954,0.05221810383010467,0.31002167983775086,D,municipal_raion
Кандалакшский муниципальный район,2024-12-01,52520,1.4243814846120295,0.39815308453922316,0.03295887281035796,0.03533891850723534,0.2204112718964204,0.04046077684691546,0.27267707539984776,A,municipal_raion
Карагинский муниципальный район,2024-12-01,63777,2.011411031189324,0.5489282970349812,0.024005519231070763,0.029289555795976606,0.06389450742430657,0.024444548975335937,0.30943757153832885,A,municipal_raion
Караидельский муниципальный район,2024-12-01,23706,-0.9801777137401825,0.3977474057200709,0.044883151944655364,0.028684721167636887,0.19779802581624906,0.06276891926094659,0.2681177760904412,G,municipal_raion
Карасукский муниципальный район,2024-12-01,30924,-0.1766958272190481,0.4436360108653473,0.04116543784762644,0.017688526710645452,0.18380545854352606,0.06719699909455439,0.24650756693830045,F,municipal_raion
Каратузский муниципальный район,2024-12-01,30846,-0.18432998534736714,0.4876483174479673,0.03997276794397977,0.00826687414899825,0.20683394929650523,0.06094793490241847,0.19633015626013095,G,municipal_raion
Каргапольский муниципальный округ,2024-12-01,25270,-0.7870497998806409,0.49699248120300754,0.04127423822714681,0.012109220419469727,0.20312623664424218,0.03518005540166205,0.21131776810447167,G,municipal_okrug
Каргасокский муниципальный район,2024-12-01,32481,-0.028206122556548863,0.43459253101813367,0.055817247005941935,0.011945445029401805,0.1991933745882208,0.035713186170376526,0.26273821618792526,G,municipal_raion
Каргатский муниципальный район,2024-12-01,26804,-0.608904646636247,0.49283689001641545,0.03727055663333831,0.014960453663632294,0.19138934487389941,0.04450828234591852,0.21903447246679597,G,municipal_raion
Кардымовский муниципальный район,2024-12-01,29858,-0.2827360596521472,0.4344229352267399,0.03436264987608011,0.009913590997387634,0.21227141804541497,0.026994440350994707,0.2820349655033826,G,municipal_raion
Кармаскалинский муниципальный район,2024-12-01,26373,-0.6579058636611579,0.4181549311796155,0.0390930117923634,0.023433056535092707,0.19258332385394153,0.0516058089712964,0.27512986766769043,G,municipal_raion
Карсунский муниципальный район,2024-12-01,22150,-1.1853998049722076,0.43950338600451466,0.046094808126410834,0.013182844243792326,0.2400451467268623,0.047313769751693005,0.21386004514672685,G,municipal_raion
Карталинский муниципальный район,2024-12-01,27447,-0.5372461848097937,0.43607680256494336,0.04047801216890735,0.016577403723539913,0.19980325718657777,0.0407330491492695,0.26633147520676215,G,municipal_raion
Карымский муниципальный район,2024-12-01,31401,-0.13042486926482402,0.448998439540142,0.03853380465590268,0.04057195630712398,0.14566415082322218,0.04993471545492182,0.2762969332186874,F,municipal_raion
Касимовский муниципальный район,2024-12-01,28719,-0.4003057191555618,0.4439917824436784,0.04241094745638776,0.012535255405828893,0.25199345381106586,0.036212960061283474,0.2128556008217557,G,municipal_raion
Каслинский муниципальный район,2024-12-01,31877,-0.08494634962858294,0.4643159644885027,0.04501678326065815,0.012203155880415347,0.1829218558835524,0.03883677886877686,0.2567054616180946,G,municipal_raion
Катав-Ивановский муниципальный район,2024-12-01,30343,-0.23402906328812054,0.4569422931153808,0.042975315558777975,0.01862043964011469,0.1957617901987279,0.04693009919915631,0.23877006228784226,G,municipal_raion
Катайский муниципальный округ,2024-12-01,27113,-0.5742563863036282,0.4711024231918268,0.045734518496662116,0.01526942794969203,0.1843764983587209,0.036845793530778596,0.2466713384723196,G,municipal_okrug
Катангский муниципальный район,2024-12-01,45042,0.960078628714178,0.47158207894853693,0.035966431330757956,0.022867545846099197,0.09482261000843657,0.052462146441099415,0.3222991874250699,A,municipal_raion
Качугский муниципальный район,2024-12-01,30264,-0.2419094670405226,0.40754692043351837,0.0366111551678562,0.01387787470261697,0.18219666931007136,0.06347475548506476,0.2962926249008724,G,municipal_raion
Кваркенский муниципальный район,2024-12-01,25426,-0.7684462341021944,0.3881066624714859,0.032919059230708723,0.007669314874537874,0.23114135137261071,0.03929049004955557,0.3008731220011013,G,municipal_raion
Кежемский муниципальный район,2024-12-01,47365,1.1120912921300563,0.4087617439037264,0.035025862978992926,0.01682677082233717,0.20510925789084766,0.03422358281431437,0.30005278158978144,G,municipal_raion
Кемеровский муниципальный округ,2024-12-01,40673,0.6516564027100255,0.39488112507068573,0.04695989968775355,0.04083790229390505,0.16327785017087504,0.06547340987878937,0.28856981289799133,D,municipal_okrug
Кемский муниципальный район,2024-12-01,37372,0.395795729544948,0.44953441078882583,0.030477362731456705,0.016402654393663705,0.21529487316707696,0.03323343679760248,0.25505726212137436,G,municipal_raion
Кигинский муниципальный район,2024-12-01,25393,-0.772372066956581,0.4259835387705273,0.04363407238215256,0.02398298743748277,0.16784153113062655,0.050998306619934625,0.28755956365927615,G,municipal_raion
Кизильский муниципальный район,2024-12-01,24669,-0.8598109437102266,0.40694799140621835,0.037212696096315216,0.0132149661518505,0.20012971745915928,0.030321456078479064,0.31217317280797763,G,municipal_raion
Киквидзенский муниципальный район,2024-12-01,28278,-0.44708345291842183,0.3955371667020299,0.052585048447556404,0.0077798995685692054,0.22345993351722188,0.057712709526840655,0.2629252422377819,G,municipal_raion
Килемарский муниципальный район,2024-12-01,23755,-0.9739360083075101,0.4780046306040833,0.03384550620921911,0.00985055777731004,0.2428120395706167,0.038770785097874134,0.19671648074089676,G,municipal_raion
Кильмезский муниципальный район,2024-12-01,22847,-1.091745471889178,0.49892764914430776,0.04022409944412833,0.005952641484658817,0.16658642272508425,0.06315927692913731,0.2251499102726835,G,municipal_raion
Кимовский муниципальный район,2024-12-01,32132,-0.060861421493152344,0.4110544005975352,0.04462840781775177,0.015965392754886096,0.2492530810407071,0.03862193452010457,0.24047678326901523,G,municipal_raion
